"InvoiceNo","CustomerID","Quantity","UnitPrice","TotalSales","InvoiceDate"
"539423","15811.0","4","3.75","15","2010-12-17"
"539439","13869.0","4","3.75","15","2010-12-17"
"539440","16607.0","2","125","250","2010-12-17"
"539442","16558.0","2","8.5","17","2010-12-17"
"539443","14031.0","24","3.39","81.36","2010-12-17"
"539444","14146.0","48","0.85","40.8","2010-12-17"
"539445","17865.0","12","1.49","17.88","2010-12-17"
"539450","15570.0","1","4.25","4.25","2010-12-17"
"539452","15856.0","40","1.25","50","2010-12-17"
"539454","17377.0","5","4.95","24.75","2010-12-17"
"539455","12748.0","1","6.35","6.35","2010-12-17"
"539456","16885.0","2","2.95","5.9","2010-12-17"
"539459","12839.0","5","2.1","10.5","2010-12-17"
"539460","12931.0","20","1.65","33","2010-12-17"
"539461","17243.0","4","4.95","19.8","2010-12-19"
"539462","14032.0","25","0.42","10.5","2010-12-19"
"539463","18077.0","1","0.95","0.95","2010-12-19"
"539464","17913.0","25","0.42","10.5","2010-12-19"
"539465","16684.0","144","1.69","243.35999999999999","2010-12-19"
"539468","15044.0","6","6.45","38.7","2010-12-19"
"539469","17841.0","2","6.45","12.9","2010-12-19"
"539470","14472.0","12","1.25","15","2010-12-19"
"539471","17358.0","1","8.5","8.5","2010-12-19"
"539472","15581.0","1","4.95","4.95","2010-12-19"
"539474","15581.0","1","2.95","2.95","2010-12-19"
"539475","16686.0","1","1.65","1.65","2010-12-19"
"539477","18245.0","12","0.42","5.04","2010-12-19"
"539478","17343.0","1","16.95","16.95","2010-12-19"
"539483","17218.0","2","8.5","17","2010-12-19"
"539484","15640.0","12","1.65","19.799999999999997","2010-12-19"
"539487","16153.0","6","2.95","17.700000000000003","2010-12-20"
"539489","16684.0","120","2.1","252","2010-12-20"
"539490","17069.0","12","0.85","10.2","2010-12-20"
"539496","13050.0","24","0.42","10.08","2010-12-20"
"539497","12944.0","12","1.25","15","2010-12-20"
"539498","15279.0","6","4.25","25.5","2010-12-20"
"539501","17085.0","1","4.25","4.25","2010-12-20"
"539502","14099.0","24","0.29","6.959999999999999","2010-12-20"
"539561","16422.0","48","0.42","20.16","2010-12-20"
"539564","18092.0","48","3.39","162.72","2010-12-20"
"539567","13104.0","96","1.06","101.76","2010-12-20"
"539570","15078.0","2","7.95","15.9","2010-12-20"
"539571","15078.0","2","7.95","15.9","2010-12-20"
"539572","14113.0","96","4.25","408","2010-12-20"
"539578","13027.0","960","0.4","384","2010-12-20"
"539579","16713.0","4","2.1","8.4","2010-12-20"
"539580","15312.0","8","3.75","30","2010-12-20"
"539581","16143.0","3","4.95","14.850000000000001","2010-12-20"
"539586","14298.0","48","0.42","20.16","2010-12-20"
"539587","14298.0","40","0.72","28.799999999999997","2010-12-20"
"539588","14527.0","2","5.95","11.9","2010-12-20"
"539590","14733.0","18","4.25","76.5","2010-12-20"
"539591","14062.0","48","4.95","237.60000000000002","2010-12-20"
"539592","13319.0","3","4.95","14.850000000000001","2010-12-20"
"539593","13319.0","24","1.45","34.8","2010-12-20"
"539594","17621.0","6","2.95","17.700000000000003","2010-12-20"
"539597","17090.0","12","2.55","30.599999999999998","2010-12-20"
"539604","16353.0","24","4.25","102","2010-12-20"
"539609","15527.0","6","3.45","20.700000000000003","2010-12-20"
"539610","14606.0","1","1.25","1.25","2010-12-20"
"539628","18097.0","24","1.25","30","2010-12-20"
"539629","14062.0","12","3.75","45","2010-12-20"
"539630","17230.0","40","1.45","58","2010-12-20"
"539633","17230.0","12","1.95","23.4","2010-12-20"
"539634","17230.0","100","0.72","72","2010-12-20"
"539635","14051.0","6","2.95","17.700000000000003","2010-12-20"
"539637","14083.0","1","0.95","0.95","2010-12-20"
"539639","14083.0","1","3.75","3.75","2010-12-20"
"539641","15311.0","2","6.35","12.7","2010-12-20"
"539642","15867.0","25","0.42","10.5","2010-12-20"
"539645","17230.0","1","0.95","0.95","2010-12-20"
"539646","17230.0","30","0.95","28.5","2010-12-20"
"539647","15460.0","1","4.95","4.95","2010-12-20"
"539653","13564.0","2","7.95","15.9","2010-12-20"
"539654","17340.0","16","2.1","33.6","2010-12-20"
"539658","17213.0","2","7.95","15.9","2010-12-21"
"539659","15034.0","19","1.65","31.349999999999998","2010-12-21"
"539660","15581.0","2","0.85","1.7","2010-12-21"
"539662","14135.0","2","6.75","13.5","2010-12-21"
"539663","17961.0","1","2.55","2.55","2010-12-21"
"539664","14135.0","12","2.1","25.200000000000003","2010-12-21"
"539666","16029.0","100","1.65","165","2010-12-21"
"539675","12971.0","16","4.95","79.2","2010-12-21"
"539716","17990.0","8","3.95","31.6","2010-12-21"
"539717","15208.0","6","2.95","17.700000000000003","2010-12-21"
"539720","16996.0","12","2.95","35.400000000000006","2010-12-21"
"539721","17306.0","1296","0.25","324","2010-12-21"
"539723","14737.0","10","3.25","32.5","2010-12-21"
"539724","13029.0","30","12.75","382.5","2010-12-21"
"539725","17211.0","1","7.95","7.95","2010-12-21"
"539728","16270.0","6","2.1","12.600000000000001","2010-12-21"
"539730","13487.0","2","7.95","15.9","2010-12-21"
"539732","16996.0","6","4.95","29.700000000000003","2010-12-21"
"539754","12748.0","1","4.95","4.95","2010-12-21"
"539755","17961.0","1","0.85","0.85","2010-12-21"
"539760","17400.0","4","1.45","5.8","2010-12-21"
"539761","17593.0","48","1.25","60","2010-12-22"
"539762","13953.0","400","1.25","500","2010-12-22"
"539764","14533.0","120","1.06","127.2","2010-12-22"
"539766","14092.0","12","1.25","15","2010-12-22"
"539826","15044.0","13","2.95","38.35","2010-12-22"
"539828","15044.0","4","5.95","23.8","2010-12-22"
"539831","14606.0","1","2.1","2.1","2010-12-22"
"539835","16477.0","10","1.65","16.5","2010-12-22"
"539836","17894.0","3","4.65","13.950000000000001","2010-12-22"
"539837","14532.0","2","7.95","15.9","2010-12-22"
"539858","18092.0","72","3.39","244.08","2010-12-22"
"539859","17905.0","25","2.1","52.5","2010-12-22"
"539864","15562.0","39","3.45","134.55","2010-12-23"
"539865","15587.0","48","3.39","162.72","2010-12-23"
"539867","13922.0","2","6.75","13.5","2010-12-23"
"539920","14085.0","2","2.95","5.9","2010-12-23"
"539921","12748.0","1","3.75","3.75","2010-12-23"
"539933","15235.0","3","4.95","14.850000000000001","2010-12-23"
"539953","12748.0","1","1.95","1.95","2010-12-23"
"539954","13777.0","24","1.05","25.200000000000003","2010-12-23"
"539978","13165.0","48","1.06","50.88","2010-12-23"
"539981","13304.0","24","0.29","6.959999999999999","2010-12-23"
"539982","15311.0","10","6.75","67.5","2010-12-23"
"539985","15856.0","1","2.55","2.55","2010-12-23"
"539987","12748.0","1","6.95","6.95","2010-12-23"
"539988","18116.0","2","1.25","2.5","2010-12-23"
"539993","13313.0","4","4.25","17","2011-01-04"
"540001","18097.0","24","1.25","30","2011-01-04"
"540002","16656.0","144","0.72","103.67999999999999","2011-01-04"
"540003","16875.0","12","1.45","17.4","2011-01-04"
"540004","13094.0","72","1.06","76.32000000000001","2011-01-04"
"540005","17315.0","12","1.25","15","2011-01-04"
"540013","16255.0","1","6.75","6.75","2011-01-04"
"540014","14606.0","6","4.95","29.700000000000003","2011-01-04"
"540015","13319.0","6","2.95","17.700000000000003","2011-01-04"
"540016","16282.0","12","0.85","10.2","2011-01-04"
"540017","13963.0","3","4.25","12.75","2011-01-04"
"540019","12957.0","24","0.65","15.600000000000001","2011-01-04"
"540020","14462.0","6","5.95","35.7","2011-01-04"
"540021","17841.0","1","7.95","7.95","2011-01-04"
"540022","17188.0","50","0.42","21","2011-01-04"
"540023","15039.0","20","1.95","39","2011-01-04"
"540024","15039.0","4","5.95","23.8","2011-01-04"
"540025","17428.0","192","0.19","36.480000000000004","2011-01-04"
"540027","14210.0","2","10.95","21.9","2011-01-04"
"540028","14180.0","2","7.25","14.5","2011-01-04"
"540029","16029.0","24","3.75","90","2011-01-04"
"540031","17975.0","5","1.25","6.25","2011-01-04"
"540032","13397.0","4","3.75","15","2011-01-04"
"540033","13680.0","25","0.42","10.5","2011-01-04"
"540043","15164.0","1","1.95","1.95","2011-01-04"
"540059","17457.0","12","1.25","15","2011-01-04"
"540060","14732.0","6","2.95","17.700000000000003","2011-01-04"
"540073","16814.0","18","5.45","98.10000000000001","2011-01-04"
"540093","16725.0","2","5.45","10.9","2011-01-04"
"540094","14221.0","2","12.75","25.5","2011-01-04"
"540095","14553.0","1","2.95","2.95","2011-01-04"
"540096","13253.0","24","4.25","102","2011-01-04"
"540098","16241.0","1","1.65","1.65","2011-01-04"
"540099","15808.0","13","1.95","25.349999999999998","2011-01-04"
"540113","13126.0","24","0.65","15.600000000000001","2011-01-05"
"540114","15498.0","8","4.25","34","2011-01-05"
"540115","15235.0","6","2.95","17.700000000000003","2011-01-05"
"540120","17675.0","48","0.85","40.8","2011-01-05"
"540121","16145.0","6","2.55","15.299999999999999","2011-01-05"
"540122","13694.0","48","1.25","60","2011-01-05"
"540126","13798.0","96","1.95","187.2","2011-01-05"
"540130","13798.0","10","6.75","67.5","2011-01-05"
"540146","15002.0","8","1.65","13.2","2011-01-05"
"540148","14189.0","10","1.65","16.5","2011-01-05"
"540149","12921.0","24","0.55","13.200000000000001","2011-01-05"
"540153","15841.0","10","1.25","12.5","2011-01-05"
"540157","15311.0","14","2.1","29.400000000000002","2011-01-05"
"540159","16112.0","144","0.36","51.839999999999996","2011-01-05"
"540160","15769.0","600","1.85","1110","2011-01-05"
"540161","16719.0","1","0.42","0.42","2011-01-05"
"540162","13089.0","3","5.95","17.85","2011-01-05"
"540163","13089.0","12","1.65","19.799999999999997","2011-01-05"
"540166","13629.0","100","1.65","165","2011-01-05"
"540167","16600.0","24","0.21","5.04","2011-01-05"
"540168","13715.0","6","1.65","9.899999999999999","2011-01-05"
"540169","14527.0","1","7.95","7.95","2011-01-05"
"540170","13767.0","8","3.75","30","2011-01-05"
"540172","18109.0","2","0.85","1.7","2011-01-05"
"540173","15661.0","80","1.45","116","2011-01-05"
"540174","16353.0","24","4.25","102","2011-01-05"
"540175","16532.0","480","3.98","1910.4","2011-01-05"
"540176","17511.0","50","1.69","84.5","2011-01-05"
"540179","16033.0","1","7.95","7.95","2011-01-05"
"540180","15984.0","24","1.25","30","2011-01-05"
"540181","13199.0","24","2.55","61.199999999999996","2011-01-05"
"540182","14739.0","8","3.75","30","2011-01-05"
"540183","15093.0","10","6.75","67.5","2011-01-05"
"540184","15266.0","2","7.95","15.9","2011-01-05"
"540185","14653.0","1","6.95","6.95","2011-01-05"
"540187","15358.0","8","3.75","30","2011-01-05"
"540188","16771.0","3","2.95","8.850000000000001","2011-01-05"
"540240","17585.0","12","1.25","15","2011-01-05"
"540242","15046.0","24","1.45","34.8","2011-01-05"
"540245","13082.0","12","0.85","10.2","2011-01-05"
"540247","15464.0","2","1.95","3.9","2011-01-05"
"540248","15034.0","1","7.95","7.95","2011-01-05"
"540249","15298.0","12","1.49","17.88","2011-01-05"
"540251","12748.0","1","12.75","12.75","2011-01-05"
"540253","13225.0","100","1.65","165","2011-01-05"
"540257","12748.0","2","9.95","19.9","2011-01-05"
"540258","14045.0","80","1.65","132","2011-01-06"
"540259","18226.0","4","9.95","39.8","2011-01-06"
"540260","13097.0","12","1.25","15","2011-01-06"
"540261","13089.0","8","2.95","23.6","2011-01-06"
"540262","14045.0","147","1.65","242.54999999999998","2011-01-06"
"540263","18062.0","12","1.25","15","2011-01-06"
"540264","17949.0","600","0.72","432","2011-01-06"
"540265","15271.0","4","3.75","15","2011-01-06"
"540268","13458.0","4","3.75","15","2011-01-06"
"540269","14135.0","6","6.75","40.5","2011-01-06"
"540273","17368.0","32","0.42","13.44","2011-01-06"
"540274","14618.0","36","1.25","45","2011-01-06"
"540275","13680.0","100","1.65","165","2011-01-06"
"540276","14680.0","30","1.95","58.5","2011-01-06"
"540277","14258.0","72","2.1","151.20000000000002","2011-01-06"
"540278","15719.0","1","4.25","4.25","2011-01-06"
"540279","13368.0","12","2.95","35.400000000000006","2011-01-06"
"540288","17634.0","1","5.95","5.95","2011-01-06"
"540316","16676.0","6","2.1","12.600000000000001","2011-01-06"
"540345","14299.0","6","2.55","15.299999999999999","2011-01-06"
"540348","12841.0","12","0.75","9","2011-01-06"
"540349","15379.0","3","5.95","17.85","2011-01-06"
"540350","18283.0","1","1.65","1.65","2011-01-06"
"540353","13764.0","2","1.95","3.9","2011-01-06"
"540354","13576.0","12","1.25","15","2011-01-06"
"540357","13093.0","20","1.65","33","2011-01-06"
"540358","13599.0","12","1.65","19.799999999999997","2011-01-06"
"540359","18041.0","20","1.65","33","2011-01-06"
"540361","13408.0","25","0.42","10.5","2011-01-06"
"540362","13656.0","2","1.65","3.3","2011-01-06"
"540363","12971.0","6","2.95","17.700000000000003","2011-01-06"
"540364","14505.0","2","7.95","15.9","2011-01-06"
"540370","13094.0","72","1.06","76.32000000000001","2011-01-06"
"540371","14312.0","6","1.95","11.7","2011-01-06"
"540372","13081.0","18","1.95","35.1","2011-01-06"
"540373","13280.0","4","0.95","3.8","2011-01-06"
"540374","15845.0","24","1.65","39.599999999999994","2011-01-06"
"540383","16422.0","48","0.42","20.16","2011-01-06"
"540387","16306.0","10","1.25","12.5","2011-01-06"
"540395","14702.0","6","0.85","5.1","2011-01-06"
"540396","14031.0","16","1.65","26.4","2011-01-06"
"540397","13187.0","12","1.25","15","2011-01-06"
"540399","14047.0","2","4.65","9.3","2011-01-07"
"540401","16013.0","64","4.25","272","2011-01-07"
"540402","16567.0","4","7.95","31.8","2011-01-07"
"540404","12947.0","25","0.42","10.5","2011-01-07"
"540405","14828.0","600","0.25","150","2011-01-07"
"540406","13798.0","100","1.65","165","2011-01-07"
"540407","16839.0","36","0.42","15.12","2011-01-07"
"540408","16013.0","250","2.55","637.5","2011-01-07"
"540409","16019.0","1","0.95","0.95","2011-01-07"
"540411","16551.0","24","2.1","50.400000000000006","2011-01-07"
"540412","13842.0","4","4.95","19.8","2011-01-07"
"540413","15194.0","24","0.85","20.4","2011-01-07"
"540415","16889.0","3","0.95","2.8499999999999996","2011-01-07"
"540416","16473.0","24","1.69","40.56","2011-01-07"
"540420","12829.0","2","6.75","13.5","2011-01-07"
"540452","13750.0","96","3.39","325.44","2011-01-07"
"540453","13426.0","3","4.95","14.850000000000001","2011-01-07"
"540454","16191.0","12","3.75","45","2011-01-07"
"540456","13534.0","2","7.95","15.9","2011-01-07"
"540457","14217.0","4","7.95","31.8","2011-01-07"
"540459","16191.0","12","3.75","45","2011-01-07"
"540460","15607.0","12","0.19","2.2800000000000002","2011-01-07"
"540461","15139.0","6","2.95","17.700000000000003","2011-01-07"
"540462","16779.0","10","1.95","19.5","2011-01-07"
"540464","14298.0","12","2.95","35.400000000000006","2011-01-07"
"540465","17707.0","60","0.85","51","2011-01-07"
"540466","15649.0","72","4.25","306","2011-01-07"
"540467","18198.0","24","1.25","30","2011-01-07"
"540471","15601.0","12","0.42","5.04","2011-01-07"
"540472","18179.0","6","8.5","51","2011-01-07"
"540473","17284.0","2","3.75","7.5","2011-01-07"
"540475","15311.0","8","8.5","68","2011-01-07"
"540477","13233.0","12","0.42","5.04","2011-01-07"
"540478","15769.0","400","1.65","660","2011-01-07"
"540479","14889.0","3","4.95","14.850000000000001","2011-01-07"
"540481","16955.0","3","5.45","16.35","2011-01-07"
"540482","14672.0","3","0.95","2.8499999999999996","2011-01-07"
"540489","13593.0","4","4.65","18.6","2011-01-07"
"540493","14867.0","2","9.95","19.9","2011-01-07"
"540496","15485.0","6","8.5","51","2011-01-07"
"540498","17243.0","2","0.95","1.9","2011-01-09"
"540499","16923.0","8","1.95","15.6","2011-01-09"
"540500","15465.0","3","4.25","12.75","2011-01-09"
"540501","13162.0","24","0.85","20.4","2011-01-09"
"540502","13183.0","10","1.25","12.5","2011-01-09"
"540504","13668.0","3","2.1","6.300000000000001","2011-01-09"
"540505","17095.0","12","3.95","47.400000000000006","2011-01-09"
"540506","17796.0","2","4.25","8.5","2011-01-09"
"540507","12939.0","144","3.39","488.16","2011-01-09"
"540508","14810.0","3","3.75","11.25","2011-01-09"
"540509","14800.0","25","0.42","10.5","2011-01-09"
"540510","15611.0","6","4.25","25.5","2011-01-09"
"540511","14472.0","2","24.95","49.9","2011-01-09"
"540512","17114.0","1","5.95","5.95","2011-01-09"
"540513","13758.0","32","2.55","81.6","2011-01-09"
"540514","15708.0","2","5.95","11.9","2011-01-09"
"540515","15059.0","1","5.95","5.95","2011-01-09"
"540516","16326.0","2","1.45","2.9","2011-01-09"
"540517","17128.0","12","0.85","10.2","2011-01-09"
"540518","14761.0","6","1.65","9.899999999999999","2011-01-09"
"540520","17555.0","1","4.25","4.25","2011-01-09"
"540522","13102.0","12","1.25","15","2011-01-09"
"540523","13069.0","12","5.45","65.4","2011-01-09"
"540524","16735.0","12","4.25","51","2011-01-09"
"540525","16833.0","12","2.1","25.200000000000003","2011-01-09"
"540526","14606.0","1","5.95","5.95","2011-01-09"
"540528","17800.0","2","2.95","5.9","2011-01-09"
"540529","16748.0","20","1.65","33","2011-01-09"
"540530","14755.0","10","1.95","19.5","2011-01-09"
"540531","16549.0","2","0.95","1.9","2011-01-09"
"540532","14702.0","2","4.25","8.5","2011-01-09"
"540533","15005.0","3","1.95","5.85","2011-01-09"
"540534","12971.0","12","1.25","15","2011-01-09"
"540536","17757.0","1","4.95","4.95","2011-01-09"
"540537","13565.0","12","1.25","15","2011-01-09"
"540538","17841.0","1","9.95","9.95","2011-01-09"
"540539","18260.0","6","2.95","17.700000000000003","2011-01-09"
"540540","17218.0","1","8.5","8.5","2011-01-09"
"540541","15799.0","1","7.95","7.95","2011-01-09"
"540542","15107.0","2","8.5","17","2011-01-09"
"540543","14395.0","4","2.95","11.8","2011-01-09"
"540544","18032.0","12","1.65","19.799999999999997","2011-01-09"
"540545","13451.0","24","0.29","6.959999999999999","2011-01-09"
"540548","14794.0","2","7.95","15.9","2011-01-09"
"540552","16350.0","6","2.95","17.700000000000003","2011-01-10"
"540554","18171.0","4","3.75","15","2011-01-10"
"540561","13004.0","6","2.95","17.700000000000003","2011-01-10"
"540563","15100.0","16","10.95","175.2","2011-01-10"
"540565","16422.0","40","2.55","102","2011-01-10"
"540566","17811.0","3","1.65","4.949999999999999","2011-01-10"
"540567","16850.0","8","3.95","31.6","2011-01-10"
"540568","15039.0","20","0.42","8.4","2011-01-10"
"540595","14321.0","25","0.42","10.5","2011-01-10"
"540604","15326.0","24","0.55","13.200000000000001","2011-01-10"
"540630","17849.0","2","39.95","79.9","2011-01-10"
"540635","14229.0","8","1.69","13.52","2011-01-10"
"540636","17381.0","200","1.06","212","2011-01-10"
